timestamp,ecg_raw
0.0,-0.0011576948008962225
0.01,-0.0019092998846204571
0.02,0.042145664774367486
0.03,0.0014045562411501965
0.04,-0.026124356080923623
0.05,0.013132540184252316
0.06,-0.009568072628845868
0.07,-0.02097345586618257
0.08,0.013041195839003728
0.09,0.0064058055799186
0.1,0.04358679965684428
0.11,0.03315670196743488
0.12,0.08327610270828001
0.13,0.0035878578918869183
0.14,0.05454161622612695
0.15,0.005386145063984438
0.16,0.023238508309477334
0.17,0.06404193620145436
0.18,0.04220361103581979
0.19,0.020476727225439355
0.2,-0.01933606755061914
0.21,-0.014433389489287768
0.22,0.012515239965012716
0.23,0.03407923514075256
0.24,0.051208964949700966
0.25,0.054355998124153704
0.26,0.058577304439429184
0.27,0.04506867030095475
0.28,0.0265214681545704
0.29,0.0352301353167022
0.3,0.007474059436134557
0.31,0.04156293860104029
0.32,0.07261290180811089
0.33,0.042017401351819035
0.34,0.12141301581481
0.35,0.047882745701694124
0.36,0.17916988099171546
0.37,0.17200139597339958
0.38,0.21134159314108325
0.39,0.19024491339136626
0.4,0.1888884909061624
0.41,0.1742128591915218
0.42,0.09805060820454722
0.43,0.05945007641808817
0.44,0.05547492593876893
0.45,0.06583658863972545
0.46,0.050321642882189266
0.47,0.11780600442564998
0.48,0.07094711204388267
0.49,-0.09742160508874856
0.5,1.1599753156295245
0.51,-0.11525615214728628
0.52,0.10465294272150119
0.53,0.09671203584268155
0.54,0.06701662444934837
0.55,0.06686738767253225
0.56,0.09744987149302027
0.57,0.1320192738776749
0.58,0.1460200745723617
0.59,0.2059741803054097
0.6,0.2065653245873711
0.61,0.3671656167633647
0.62,0.2997371490001484
0.63,0.3924303995760817
0.64,0.3709767314762025
0.65,0.30929208734427593
0.66,0.2825822700274635
0.67,0.22665323415764904
0.68,0.1353250732639645
0.69,0.16688901161904302
0.7,0.1557740107490148
0.71,0.11409710148105223
0.72,0.11480977553247285
0.73,0.10661746763274564
0.74,0.08107073976362505
0.75,0.12684956976152037
0.76,0.06227906367100531
0.77,0.07548666448569924
0.78,0.15544184364951066
0.79,0.11918709828684493
0.8,0.10845903857462275
0.81,0.08053995576716541
0.82,0.08574858224300953
0.83,0.1035498627425795
0.84,0.09474437737222385
0.85,0.06161723083975349
0.86,0.11427658329486529
0.87,0.14239614389378955
0.88,0.08568533784727933
0.89,0.1370964824165932
0.9,0.10197239319415016
0.91,0.13138143313558318
0.92,0.13855850587257645
0.93,0.09767577821812985
0.94,0.14491196947738727
0.95,0.15325687665660345
0.96,0.11358272111810667
0.97,0.10363224470980383
0.98,0.15314488638188883
0.99,0.12889821957910785
1.0,0.14759494956181607
1.01,0.15044053887557218
1.02,0.14431939877696864
1.03,0.15391088281758078
1.04,0.09085798293553689
1.05,0.10071755481475951
1.06,0.16487878306139658
1.07,0.17384613611817618
1.08,0.11727324771400656
1.09,0.16744505655638398
1.1,0.1920986561889167
1.11,0.13541317372708925
1.12,0.122045008709065
1.13,0.1279915510075011
1.14,0.1688080262048671
1.15,0.1521880253026647
1.16,0.1041401902885325
1.17,0.11360201544195406
1.18,0.07630789589591144
1.19,0.13567975150388298
1.2,0.13434977490066927
1.21,0.2779030373274605
1.22,0.26457411376064377
1.23,0.34213379153406787
1.24,0.26383809279633197
1.25,0.2131709171073659
1.26,0.14150231256262616
1.27,0.1653486699966581
1.28,0.12778134202318728
1.29,0.12026173734577007
1.3,0.13099266601360302
1.31,0.1683427210570794
1.32,0.1013999001009946
1.33,-0.07656337958415071
1.34,1.0935556288034873
1.35,-0.06843188804847206
1.36,0.11684655713316958
1.37,0.13478786700620865
1.38,0.13836958661171703
1.39,0.07868053200577264
1.4,0.06615512827118719
1.41,0.15112358673126752
1.42,0.19655959369877898
1.43,0.2549492625326737
1.44,0.269907184175479
1.45,0.29648352620726537
1.46,0.354006628862075
1.47,0.35368063424585205
1.48,0.37382336211143763
1.49,0.3881851399502598
1.5,0.2659382447256249
1.51,0.23029576165066415
1.52,0.17900613929523232
1.53,0.20483901857036077
1.54,0.13510149541132913
1.55,0.09293549061613733
1.56,0.1253558888233394
1.57,0.046007738214395716
1.58,0.12243871519873173
1.59,0.1135220270409053
1.6,0.14050473556915996
1.61,0.11997171120801557
1.62,0.08165815202648893
1.63,0.10550682062787235
1.64,0.10340144122129462
1.65,0.11839787290411269
1.66,0.08287480072784305
1.67,0.11132547169799552
1.68,0.1275348472173654
1.69,0.09228799206104009
1.7,0.05514108857222495
1.71,0.0963311089861444
1.72,0.07524330864508313
1.73,0.07903123403695572
1.74,0.1525693462565667
1.75,0.1204341121237323
1.76,0.14486233935206022
1.77,0.08399291263650088
1.78,0.1341936904381114
1.79,0.12839453372548076
1.8,0.06122320045647485
1.81,0.10121467707106119
1.82,0.01520690703833441
1.83,0.0758105292748385
1.84,0.06375615852303311
1.85,0.09192639896088296
1.86,0.03862198556690042
1.87,0.09640407205924809
1.88,0.08794865621673988
1.89,0.09562928113998888
1.9,0.023029437176550475
1.91,0.025487705212667147
1.92,0.056041447113050126
1.93,0.02409684911959667
1.94,0.0952040505254953
1.95,0.05952706433038302
1.96,0.029881464540049356
1.97,0.07956780157095084
1.98,0.09957944260368519
1.99,0.044010803385881994
2.0,0.1237226453635717
2.01,0.06083104522180713
2.02,0.04144281356798524
2.03,0.0255572164344922
2.04,0.04038945238853163
2.05,0.0319350661538029
2.06,0.04342724068141257
2.07,0.13097985332298479
2.08,0.15477062496798094
2.09,0.22649284175052886
2.1,0.19129929173979515
2.11,0.1557769468931649
2.12,0.12614299192129197
2.13,-0.013540897507765638
2.14,0.04127681777006831
2.15,0.062277852531325506
2.16,0.07040342908249896
