timestamp,eda_raw
0.0,2.3145687327350077
0.25,2.3810747926613582
0.5,2.3924925506120394
0.75,2.332382944677437
1.0,2.288260821051492
1.25,2.258842508949858
1.5,2.3173032959205484
1.75,2.36944522199067
2.0,2.384878587823847
2.25,2.4370835342907373
2.5,2.335115021063472
2.75,2.3153021665270352
3.0,2.2825795304206373
3.25,2.3176430925326685
3.5,2.2499963331527546
3.75,2.330987309894934
4.0,2.253205523344922
4.25,2.3081373561212337
4.5,2.3213979513656633
4.75,2.3574570837343845
5.0,2.391358783430745
5.25,2.4530375835463913
5.5,2.3463879023421397
5.75,2.315864696620751
6.0,2.3816026109062043
6.25,2.3280685799383893
6.5,2.385364358569578
6.75,2.377384573915336
7.0,2.2777327483580123
7.25,2.485633214052066
7.5,2.333027786957906
7.75,2.379717569505478
8.0,2.379830990190812
8.25,2.343273665528462
8.5,2.2794875856982246
8.75,2.3080782475276207
9.0,2.384827217236003
9.25,2.483637112572056
9.5,2.3286132016623
9.75,2.449881016363993
10.0,2.395691109869818
10.25,2.3290873949112814
10.5,2.436275477256947
10.75,2.3708172976867585
11.0,2.3158813480213123
11.25,2.3944002387585566
11.5,2.368357616378559
11.75,2.393747749240659
12.0,2.3772064256296432
12.25,2.360297805261292
12.5,2.406060129412611
12.75,2.450301077833863
13.0,2.443083245554266
13.25,2.388333735677839
13.5,2.50799436331778
13.75,2.4334305397260496
14.0,2.4015480834155754
14.25,2.4059366715934765
14.5,2.420452731822756
14.75,2.472910133017406
15.0,2.496515497810059
15.25,2.399729601568917
15.5,2.4192552509184706
15.75,2.4141293801832955
16.0,2.408801980356422
16.25,2.4760200910202266
16.5,2.4678609522049233
16.75,2.441263153353527
17.0,2.3707143006913936
17.25,2.470887972007331
17.5,2.499690903171007
17.75,2.41168396908965
18.0,2.4337919862600903
18.25,2.325663856148321
18.5,2.3948799142228827
18.75,2.531020106106694
19.0,2.4421943792790177
19.25,2.398718644862258
19.5,2.4374672121840835
19.75,2.4607675085671685
20.0,2.4000595045712596
20.25,2.40673845451285
20.5,2.427068601661304
20.75,2.4216984606758736
21.0,2.56306773555718
21.25,2.4550694890901967
21.5,2.4118262058866486
21.75,2.4701699741876237
22.0,2.4944441979543455
22.25,2.495875326800044
22.5,2.3816820436941537
22.75,2.3473652888009626
23.0,2.5593025084397123
23.25,2.445150385353217
23.5,2.4675245274803634
23.75,2.443396942260905
24.0,2.582743836098215
24.25,2.4699790839033695
24.5,2.482706643585905
24.75,2.417913837663093
25.0,2.411974834656613
25.25,2.4513441188476244
25.5,2.6472234339309333
25.75,2.464332744988574
26.0,2.495671056922223
26.25,2.491943093365047
26.5,2.4885389761111374
26.75,2.487414856820914
27.0,2.4612620301494643
27.25,2.4756549772834777
27.5,2.5941282654041236
27.75,2.507939221917479
28.0,2.46139393320212
28.25,2.4642929518315073
28.5,2.5536666431984805
28.75,2.4218247454897885
29.0,2.559397496567666
29.25,2.44971230809068
29.5,2.5836698445682664
29.75,2.4232429009916068
30.0,2.504169470287152
30.25,2.5401586481881573
30.5,2.4752233490408138
30.75,2.5010031414575886
31.0,2.526289267664036
31.25,2.44449585454037
31.5,2.5190299249541392
31.75,2.541596763510198
32.0,2.473810911459279
32.25,2.5009151568600565
32.5,2.4851347413217084
32.75,2.5463266962646434
33.0,2.5159998532210905
33.25,2.5074127618179363
33.5,2.6644290799407577
33.75,2.470030795215026
34.0,2.5552832273337756
34.25,2.56959161222904
34.5,2.592726681399438
34.75,2.516826142160729
35.0,2.4458249093687874
35.25,2.604911573235104
35.5,2.552616415244519
35.75,2.560963469040937
36.0,2.471815826419864
36.25,2.5105198856260773
36.5,2.589137445612184
36.75,2.453647146060036
37.0,2.471194028364282
37.25,2.594065843329394
37.5,2.519380137568408
37.75,2.506200623459016
38.0,2.499943966356577
38.25,2.5258214355120536
38.5,2.5537252694767707
38.75,2.584780598049362
39.0,2.514016653800469
39.25,2.5488263467151904
39.5,2.4865311920272455
39.75,2.5438749922551294
40.0,2.6265865423887282
40.25,2.586794275858251
40.5,2.474886186527698
40.75,2.576069355288627
41.0,2.439167766065027
41.25,2.6242597776605368
41.5,2.5799708212458423
41.75,2.5319840606239574
42.0,2.3194074332998844
42.25,2.3588357540028153
42.5,2.7242567724731552
42.75,2.5547974936746662
43.0,2.8172436769217146
43.25,2.514552187269188
43.5,2.68247179291194
43.75,2.3449343923901353
44.0,2.584126629507332
44.25,2.343596362224877
44.5,2.5031344527028896
44.75,2.6332028342410645
45.0,2.469120763653327
45.25,2.4568589128354033
45.5,2.3915892886621064
45.75,2.489830479302125
46.0,2.5916390880297744
46.25,2.521961135140397
46.5,2.5482089672290855
46.75,2.5122945646537085
47.0,2.636004881181524
47.25,2.5948638202597913
47.5,2.5225991676705606
47.75,2.6366612364962623
48.0,2.531269856246591
48.25,2.580740868811523
48.5,2.6217712589755635
48.75,2.463009236105406
49.0,2.601733057451607
49.25,2.5185413090482136
49.5,2.6454247664476354
49.75,2.5728957254802896
50.0,2.5354673034789985
50.25,2.523704763543089
50.5,2.5138586901811504
50.75,2.641058613061429
51.0,2.5477481636474115
51.25,2.6494566960420007
51.5,2.6442839496953834
51.75,2.4863446141689534
52.0,2.5382392671785285
52.25,2.5108013548752894
52.5,2.604536928856363
52.75,2.507263878295219
53.0,2.460988106468345
53.25,2.5221658403117684
53.5,2.5074531560767626
53.75,2.494079375226407
54.0,2.578693595110113
54.25,2.576773583895722
54.5,2.557240485995165
54.75,2.5603055948236366
55.0,2.5409427436710783
55.25,2.51572578488022
55.5,2.757318173132524
55.75,2.5976880400278293
56.0,2.6022193967577927
56.25,2.5295437370217857
56.5,2.526261647812851
56.75,2.5755076770745364
57.0,2.5683126068376625
57.25,2.569498852363519
57.5,2.64822348147358
57.75,2.59366553426507
58.0,2.670516718347737
58.25,2.5763080119961863
58.5,2.6194014760200566
58.75,2.606941867912965
59.0,2.5815068564494377
59.25,2.496977179452362
59.5,2.6299960116354084
59.75,2.5069112565797482
60.0,2.702160616635529
60.25,2.6012870720776067
