timestamp,eda_raw
0.0,2.143829126740223
0.25,2.1020368296360803
0.5,2.1196334736770135
0.75,2.1385639236669816
1.0,2.205463571871017
1.25,2.090267511930372
1.5,2.2848930779684204
1.75,2.1399273666698964
2.0,2.1406906234903285
2.25,2.186343213052226
2.5,2.1674112443406157
2.75,2.101179584016114
3.0,2.0625206666639437
3.25,2.1820575161848983
3.5,2.0771455740534117
3.75,2.18290966007463
4.0,2.214532392536579
4.25,2.109700127097605
4.5,2.198762065826148
4.75,2.024132088437292
5.0,2.187699108008146
5.25,2.11654676661038
5.5,2.1284885028819174
5.75,2.275189346942499
6.0,2.0993754389987678
6.25,2.2247605188224244
6.5,2.2208499068810608
6.75,2.152129002899537
7.0,2.1912166134857265
7.25,2.127407728582715
7.5,2.166567778220349
7.75,2.180099123088175
8.0,2.040389503501022
8.25,2.310889945296001
8.5,2.129080140576581
8.75,2.065058451066249
9.0,2.2373241124462417
9.25,2.241947100914022
9.5,2.1790277556393214
9.75,2.247506839099326
10.0,2.2152936797750664
10.25,2.1605617842004605
10.5,2.1578891024111058
10.75,2.2082371566309544
11.0,2.163715194796009
11.25,2.113653189297767
11.5,2.2029653882439506
11.75,2.251576991725941
12.0,2.150815910784278
12.25,2.1802750251264222
12.5,2.2719729729811697
12.75,2.387427635988013
13.0,2.1644089521165695
13.25,2.2673485890191882
13.5,2.1914456439521297
13.75,2.291697325165376
14.0,2.163690453364349
14.25,2.259698666172132
14.5,2.14434887459746
14.75,2.3195734537449475
15.0,2.230159329896075
15.25,2.131760929617948
15.5,2.1638902628881227
15.75,2.2139103623328165
16.0,2.250786964864518
16.25,2.2306555690427543
16.5,2.231877893186585
16.75,2.1572306454044305
17.0,2.1254984068002547
17.25,2.139961358607878
17.5,2.226098913146967
17.75,2.2605759484633827
18.0,2.190334590362462
18.25,2.149687618750015
18.5,2.2078639784307543
18.75,2.24696591529982
19.0,2.2003383938877685
19.25,2.1799094448069205
19.5,2.2361179209101185
19.75,2.3507581144137775
20.0,2.122641836541975
20.25,2.221026587780623
20.5,2.1375588570833437
20.75,2.2636137521345385
21.0,2.184553503202184
21.25,2.3278642983787736
21.5,2.3163126816229145
21.75,2.209167316811684
22.0,2.216516484995149
22.25,2.2844452676202844
22.5,2.1370865113258084
22.75,2.2125139135088197
23.0,2.2933984710133046
23.25,2.3087190810219895
23.5,2.167905051687288
23.75,2.2696443084180986
24.0,2.3447614819180242
24.25,2.1815860227591215
24.5,2.194065824278905
24.75,2.186734544848472
25.0,2.315775113726727
25.25,2.2808827977594777
25.5,2.176364672231583
25.75,2.2856024704434397
26.0,2.2550507610712636
26.25,2.3348742414604797
26.5,2.3308115911151472
26.75,2.25358847576921
27.0,2.311707606343039
27.25,2.187650992705739
27.5,2.3120203003622595
27.75,2.339417427295478
28.0,2.2981269568702998
28.25,2.209424010001256
28.5,2.2249930045129114
28.75,2.191148111470496
29.0,2.209477349821208
29.25,2.2560709355728337
29.5,2.279002320175229
29.75,2.276132298187382
30.0,2.2187506439277613
30.25,2.2331376712552546
30.5,2.279534423035473
30.75,2.27165177349835
31.0,2.345429392004882
31.25,2.1956169205813274
31.5,2.3217843603820625
31.75,2.3336054625882205
32.0,2.2291853190650763
32.25,2.285630261114059
32.5,2.0954212892584914
32.75,2.38169636863754
33.0,2.3172784970975373
33.25,2.279537588114883
33.5,2.1833512403025694
33.75,2.177782369010981
34.0,2.2563834140039463
34.25,2.2596773961008534
34.5,2.3438397690854935
34.75,2.2358484553458786
35.0,2.2683489235969576
35.25,2.265663501999848
35.5,2.313831449161711
35.75,2.3538634305726123
36.0,2.320903567091631
36.25,2.3270482080374273
36.5,2.400688327305931
36.75,2.195596527650275
37.0,2.417390355420447
37.25,2.234869187078524
37.5,2.389155469309717
37.75,2.289062177716995
38.0,2.3288160706041707
38.25,2.3011274461430458
38.5,2.1989802655702313
38.75,2.280423421890166
39.0,2.186027245966305
39.25,2.268202748984815
39.5,2.3149460899323535
39.75,2.1941996796872663
40.0,2.365289126792724
40.25,2.355667133845403
40.5,2.258973650698772
40.75,2.306642941272495
41.0,2.198236844140022
41.25,2.26542921655207
41.5,2.2499052604357477
41.75,2.394149076923205
42.0,2.2371787507509158
42.25,2.324290567492756
42.5,2.3000118335143283
42.75,2.1115114820670815
43.0,2.3585613121479807
43.25,2.2533758383029676
43.5,2.3771378659509526
43.75,2.26568908877346
44.0,2.251020581379514
44.25,2.248632644743692
44.5,2.2824117785197613
44.75,2.3462637279502667
45.0,2.332912347825323
45.25,2.282924794334016
45.5,2.2756167971467995
45.75,2.326408400348856
46.0,2.3564294502385636
46.25,2.368053942773075
46.5,2.3673001943260985
46.75,2.3297088898992366
47.0,2.359976851702893
47.25,2.242642299924672
47.5,2.276603728826453
47.75,2.346022090150125
48.0,2.3750459621293247
48.25,2.2537322013938255
48.5,2.322543729133844
48.75,2.282296397389159
49.0,2.2317597083543887
49.25,2.45803312162412
49.5,2.428228577616495
49.75,2.208758060971526
50.0,2.2312099261176015
50.25,2.3941990858910103
50.5,2.4747410179330713
50.75,2.3830239002056937
51.0,2.3493548923849583
51.25,2.3440398976541488
51.5,2.2775885302335306
51.75,2.3027147296204142
52.0,2.379839853560393
52.25,2.3226931330606275
52.5,2.4301782523360056
52.75,2.3169921196966645
53.0,2.1957275698234806
53.25,2.3127077310804487
53.5,2.480609677932556
53.75,2.4113122315512183
54.0,2.189300749009081
54.25,2.252200308028792
54.5,2.3637860087453717
54.75,2.2707447260709666
55.0,2.294996169728602
55.25,2.352115645575865
55.5,2.477679917099229
55.75,2.2988902410360375
56.0,2.3804103528207112
56.25,2.3438795438256377
56.5,2.3895115407789835
56.75,2.2911302552493917
57.0,2.286928380786403
57.25,2.3183401082970176
